DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Crm Cd,Vict Age,Premis Desc,Crm Cd 1,LOCATION,Cross Street,LAT,LON
201609047,05/14/2020 12:00:00 AM,05/13/2020 12:00:00 AM,1940,16,Foothill,1654,330,35,STREET,330,BROMWICH,BRADLEY,34.2548,-118.4034
211104529,01/16/2021 12:00:00 AM,07/23/2020 12:00:00 AM,5,11,Northeast,1137,121,14,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",121,400 N  AVENUE 56,,34.1109,-118.2016
201409282,04-04-2020 0.00,04-04-2020 0.00,30,14,Pacific,1434,330,23,STREET,330,WADE,MCCUNE                       AV,34.0038,-118.4423
201917746,12-06-2020 0.00,12-06-2020 0.00,1115,19,Mission,1952,624,61,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",624,9900 N  SEPULVEDA                    BL,,34.2539,-118.4675
202010577,06-05-2020 0.00,06-03-2020 0.00,1900,20,Olympic,2035,330,45,STREET,330,MARIPOSA                     AV,WILSHIRE,34.0618,-118.2987
201909978,05/18/2020 12:00:00 AM,05/16/2020 12:00:00 AM,2330,19,Mission,1964,420,35,PARKING LOT,420,9300    VAN NUYS                     BL,,34.2389,-118.4536
201514634,08/25/2020 12:00:00 AM,08/23/2020 12:00:00 AM,1220,15,N Hollywood,1506,235,13,SINGLE FAMILY DWELLING,235,7200    ENSIGN                       AV,,34.2021,-118.3715
201313042,06/28/2020 12:00:00 AM,06/27/2020 12:00:00 AM,2100,13,Newton,1317,420,54,STREET,420,1500 E  20TH                         ST,,34.0245,-118.244
201517505,11/13/2020 12:00:00 AM,11-09-2020 0.00,1200,15,N Hollywood,1548,480,36,SINGLE FAMILY DWELLING,480,5400    FAIR                         AV,,34.1681,-118.3743
201317045,09/15/2020 12:00:00 AM,09/15/2020 12:00:00 AM,2150,13,Newton,1393,330,46,STREET,330,100 W  67TH                         ST,,33.979,-118.2762
202014536,09-11-2020 0.00,09-08-2020 0.00,2100,20,Olympic,2099,740,24,"VEHICLE, PASSENGER/TRUCK",740,1900 S  HOOVER                       ST,,34.0385,-118.2878
201916937,11/15/2020 12:00:00 AM,11/15/2020 12:00:00 AM,1215,19,Mission,1984,740,24,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",740,8500    WILLIS                       AV,,34.2247,-118.4553
210104288,01-07-2021 0.00,12/24/2020 12:00:00 AM,1300,1,Central,163,354,33,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",354,300 W  8TH                          ST,,34.0437,-118.2547
201419543,10/31/2020 12:00:00 AM,10/29/2020 12:00:00 AM,900,14,Pacific,1435,480,32,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",480,3700    BUTLER                       AV,,34.0111,-118.4235
201614414,11-04-2020 0.00,11-02-2020 0.00,1630,16,Foothill,1654,626,39,SINGLE FAMILY DWELLING,626,10400    GLENOAKS                     BL,,34.2587,-118.396
201518368,12-01-2020 0.00,12-01-2020 0.00,1115,15,N Hollywood,1585,442,0,DRUG STORE,442,10900    VENTURA                      BL,,34.143,-118.3727
201706780,03-03-2020 0.00,01/25/2020 12:00:00 AM,1300,17,Devonshire,1777,420,40,STREET,420,9200    WOODLEY                      AV,,34.2422,-118.4897
201821011,11/23/2020 12:00:00 AM,11/23/2020 12:00:00 AM,200,18,Southeast,1804,745,26,"VEHICLE, PASSENGER/TRUCK",745,87TH                         ST,MCKINLEY                     ST,33.9593,-118.2608
201316673,09-05-2020 0.00,09-02-2020 0.00,2100,13,Newton,1321,740,35,HIGH SCHOOL,740,1900    MAPLE                        AV,,34.0289,-118.2686
201707831,03/31/2020 12:00:00 AM,03/31/2020 12:00:00 AM,600,17,Devonshire,1721,420,0,STREET,420,10000    LARWIN                       AV,,34.2546,-118.6178
212005865,02/22/2021 12:00:00 AM,12/13/2020 12:00:00 AM,1830,20,Olympic,2029,354,25,OTHER BUSINESS,354,3100    WILSHIRE                     BL,,34.0652,-118.2878
201708793,05-04-2020 0.00,04/30/2020 12:00:00 AM,1200,17,Devonshire,1756,354,37,SINGLE FAMILY DWELLING,354,17500    TUBA                         ST,,34.2567,-118.5155
201713269,09/15/2020 12:00:00 AM,09/13/2020 12:00:00 AM,1200,17,Devonshire,1763,901,46,SINGLE FAMILY DWELLING,901,19700    LASSEN                       ST,,34.2538,-118.5656
201317988,10-03-2020 0.00,10-03-2020 0.00,2250,13,Newton,1372,520,26,STREET,520,400 E  58TH                         ST,,33.9898,-118.2674
201610641,07-01-2020 0.00,06/29/2020 12:00:00 AM,1700,16,Foothill,1685,440,79,SINGLE FAMILY DWELLING,440,8100    IRVINE                       AV,,34.2175,-118.3851
201806978,02/21/2020 12:00:00 AM,02/20/2020 12:00:00 AM,1500,18,Southeast,1836,420,0,STREET,420,1300 E  109TH                        ST,,33.9368,-118.2519
210205284,02-03-2021 0.00,12-01-2020 0.00,900,2,Rampart,251,354,83,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",354,400 S  RAMPART                      BL,,34.0646,-118.2799
201908205,03/29/2020 12:00:00 AM,03/25/2020 12:00:00 AM,1230,19,Mission,1983,330,56,GARAGE/CARPORT,330,15100    ROSCOE                       BL,,34.2249,-118.4637
202004632,01/15/2020 12:00:00 AM,01-12-2020 0.00,1600,20,Olympic,2015,331,49,STREET,331,100 N  CATALINA                     ST,,34.0727,-118.2954
201605098,01/27/2020 12:00:00 AM,01/27/2020 12:00:00 AM,658,16,Foothill,1622,330,0,PARKING LOT,330,13400    VAN NUYS                     BL,,34.2694,-118.4315
201815332,08-10-2020 0.00,08-10-2020 0.00,125,18,Southeast,1822,626,50,MOTEL,626,10300 S  BROADWAY,,33.9425,-118.2781
202014478,09-10-2020 0.00,09-10-2020 0.00,1730,20,Olympic,2076,946,0,SINGLE FAMILY DWELLING,946,1300 S  CATALINA                     ST,,34.0467,-118.2947
202004759,01/18/2020 12:00:00 AM,01/17/2020 12:00:00 AM,2130,20,Olympic,2025,510,0,STREET,510,400 S  ALEXANDRIA                   AV,,34.0672,-118.2979
201515581,09/26/2020 12:00:00 AM,09/25/2020 12:00:00 AM,1700,15,N Hollywood,1503,420,0,STREET,420,VANOWEN                      ST,BELLINGHAM                   ST,34.1939,-118.3987
201813290,06/26/2020 12:00:00 AM,06/26/2020 12:00:00 AM,300,18,Southeast,1844,626,44,MOTEL,626,400 E  IMPERIAL                     HY,,33.9345,-118.2623
201506611,02/22/2020 12:00:00 AM,02/21/2020 12:00:00 AM,1600,15,N Hollywood,1591,740,53,SINGLE FAMILY DWELLING,740,3900    OESTE                        AV,,34.1339,-118.4095
211704565,12-01-2020 0.00,11/29/2020 12:00:00 AM,2130,17,Devonshire,1764,331,66,OTHER/OUTSIDE,331,9600    CORBIN                       AV,,34.2446,-118.5623
201421408,12-09-2020 0.00,12-04-2020 0.00,2000,14,Pacific,1463,310,49,STORAGE SHED,310,12600 W  JEFFERSON                    BL,,33.9788,-118.4151
201907281,03-07-2020 0.00,02-09-2020 0.00,2200,19,Mission,1962,341,52,CONDOMINIUM/TOWNHOUSE,341,9600    SEPULVEDA                    BL,,34.2446,-118.4675
211404152,01-04-2021 0.00,12/28/2020 12:00:00 AM,1600,14,Pacific,1463,310,44,PUBLIC STORAGE,310,12600 W  JEFFERSON                    BL,,33.9788,-118.4151
201312464,06/18/2020 12:00:00 AM,06-01-2020 0.00,1030,13,Newton,1325,440,49,SINGLE FAMILY DWELLING,440,1100 E  25TH                         ST,,34.0199,-118.2545
201417936,09/28/2020 12:00:00 AM,09/28/2020 12:00:00 AM,1130,14,Pacific,1444,624,58,MARKET,624,4300    LINCOLN                      BL,,33.9846,-118.4428
201318573,10-09-2020 0.00,10-09-2020 0.00,1540,13,Newton,1385,624,11,TRANSITIONAL HOUSING/HALFWAY HOUSE,624,400 E  59TH                         PL,,33.9861,-118.2675
201609328,05/22/2020 12:00:00 AM,05/22/2020 12:00:00 AM,536,16,Foothill,1656,330,36,STREET,330,8700    APPERSON                     ST,,34.2561,-118.3224
210804611,01/19/2021 12:00:00 AM,01/19/2020 12:00:00 AM,1800,8,West LA,889,624,53,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",624,1900 S  BEDFORD                      ST,,34.0416,-118.3836
201811206,05/16/2020 12:00:00 AM,05/16/2020 12:00:00 AM,1000,18,Southeast,1842,420,0,STREET,420,109TH                        PL,SPRING,33.9365,-118.2762
201518401,12-07-2020 0.00,11/26/2020 12:00:00 AM,1200,15,N Hollywood,1599,354,58,SINGLE FAMILY DWELLING,354,3200    CARSE                        DR,,34.1255,-118.3508
201321065,12-10-2020 0.00,12-01-2020 0.00,1320,13,Newton,1333,440,34,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",440,E  28TH                         ST,MAPLE                        AV,34.0218,-118.2665
210805377,01/26/2021 12:00:00 AM,06/20/2020 12:00:00 AM,1200,8,West LA,802,341,91,OTHER BUSINESS,341,1400    CHAUTAUQUA                   BL,,34.0542,-118.5214
231205374,01/25/2023 12:00:00 AM,10-12-2020 0.00,1200,12,77th Street,1263,354,35,SINGLE FAMILY DWELLING,354,8300 S  HARVARD                      BL,,33.9636,-118.3068
201513050,07/24/2020 12:00:00 AM,07/24/2020 12:00:00 AM,1515,15,N Hollywood,1586,622,0,SIDEWALK,622,VINELAND                     AV,VENTURA                      BL,0,0
202016804,11-05-2020 0.00,11-01-2020 0.00,1800,20,Olympic,2041,624,60,APARTMENT/CONDO COMMON LAUNDRY ROOM,624,1000    ARLINGTON                    AV,,34.0543,-118.3193
201815925,08/20/2020 12:00:00 AM,08/20/2020 12:00:00 AM,900,18,Southeast,1823,210,52,STREET,210,103RD                        ST,SAN PEDRO,33.9428,-118.2695
202011459,06/27/2020 12:00:00 AM,06/27/2020 12:00:00 AM,1200,20,Olympic,2034,627,14,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",627,700 S  ARDMORE                      AV,,34.0581,-118.302
201509903,05-12-2020 0.00,05-10-2020 0.00,1435,15,N Hollywood,1519,903,34,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",903,6700    RIVERTON                     AV,,34.1922,-118.366
201416421,08/28/2020 12:00:00 AM,08/27/2020 12:00:00 AM,1100,14,Pacific,1496,331,31,SIDEWALK,331,5900 W  98TH                         ST,,33.9473,-118.3863
201513683,08-07-2020 0.00,08-04-2020 0.00,300,15,N Hollywood,1589,626,32,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",626,3600    BARHAM                       BL,,34.1362,-118.342
201419604,11-02-2020 0.00,11-01-2020 0.00,2153,14,Pacific,1446,510,0,GARAGE/CARPORT,510,12200    PACIFIC                      AV,,34.0027,-118.4328
202009488,05-08-2020 0.00,05-07-2020 0.00,2245,20,Olympic,2014,510,0,PARKING LOT,510,100 S  NORMANDIE                    AV,,34.0726,-118.3029
202108685,04/27/2020 12:00:00 AM,04/26/2020 12:00:00 AM,2100,21,Topanga,2157,510,0,PARKING UNDERGROUND/BUILDING,510,6600    INDEPENDENCE                 AV,,34.1904,-118.5906
201700723,06/21/2020 12:00:00 AM,06/21/2020 12:00:00 AM,1030,17,Devonshire,1761,330,63,PARKING LOT,330,9300    VALLEY CIRCLE                BL,,34.2448,-118.6134
201811568,05/23/2020 12:00:00 AM,05/23/2020 12:00:00 AM,1145,18,Southeast,1846,888,59,CONSTRUCTION SITE,888,11300 S  CENTRAL                      AV,,33.9319,-118.2542
201916521,11-04-2020 0.00,11-03-2020 0.00,1850,19,Mission,1955,320,26,SINGLE FAMILY DWELLING,320,14900    BLACKHAWK                    ST,,34.2581,-118.4561
201704718,01/18/2020 12:00:00 AM,01/18/2020 12:00:00 AM,630,17,Devonshire,1797,740,0,STREET,740,ROSCOE                       BL,HAYVENHURST                  AV,34.2213,-118.4921
201807071,02/22/2020 12:00:00 AM,02/22/2020 12:00:00 AM,2330,18,Southeast,1822,236,23,STREET,236,400 W  95TH                         ST,,33.9501,-118.2804
201508541,04-09-2020 0.00,04-06-2020 0.00,1000,15,N Hollywood,1591,310,0,NAIL SALON,310,12600    VENTURA                      BL,,34.1437,-118.4074
202108223,04/13/2020 12:00:00 AM,04-12-2020 0.00,1900,21,Topanga,2177,510,0,PARKING LOT,510,5500    CANOGA                       AV,,34.1715,-118.5974
201320492,11/27/2020 12:00:00 AM,11/26/2020 12:00:00 AM,1700,13,Newton,1321,740,0,OTHER BUSINESS,740,1900 S  FIGUEROA                     ST,,34.0338,-118.2724
201510610,05-06-2020 0.00,05-03-2020 0.00,1700,15,N Hollywood,1596,330,25,PARKING UNDERGROUND/BUILDING,330,3900    VINELAND                     AV,,34.1388,-118.3697
202017350,11/19/2020 12:00:00 AM,11-09-2020 0.00,930,20,Olympic,2013,510,0,STREET,510,100 N  SERRANO                      AV,,34.0737,-118.3067
201600887,12/26/2020 12:00:00 AM,12/25/2020 12:00:00 AM,2200,16,Foothill,1622,760,13,SINGLE FAMILY DWELLING,760,13600    DAVENTRY                     ST,,34.2704,-118.4288
202111386,07-09-2020 0.00,06/24/2020 12:00:00 AM,12,21,Topanga,2157,354,56,SINGLE FAMILY DWELLING,354,20400    VANOWEN                      ST,,34.1938,-118.5958
202014700,09/14/2020 12:00:00 AM,09/14/2020 12:00:00 AM,220,20,Olympic,2024,310,0,OTHER BUSINESS,310,3700 W  6TH                          ST,,34.0636,-118.3041
202013142,08-07-2020 0.00,08-06-2020 0.00,1700,20,Olympic,2029,510,0,GARAGE/CARPORT,510,400 S  VIRGIL                       AV,,34.0663,-118.2871
201910018,05/20/2020 12:00:00 AM,05/19/2020 12:00:00 AM,130,19,Mission,1902,230,29,SINGLE FAMILY DWELLING,230,13300    DRONFIELD                    AV,,34.3129,-118.4438
241604807,01/27/2024 12:00:00 AM,04/17/2020 12:00:00 AM,2330,16,Foothill,1668,815,40,SINGLE FAMILY DWELLING,815,9700    PINEWOOD                     AV,,34.2452,-118.2855
202010341,05/30/2020 12:00:00 AM,05/30/2020 12:00:00 AM,1410,20,Olympic,2022,740,40,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",740,300 S  MANHATTAN                    PL,,34.0671,-118.3104
201312324,06/15/2020 12:00:00 AM,06/14/2020 12:00:00 AM,1800,13,Newton,1322,510,0,STREET,510,400 E  ADAMS                        BL,,34.0234,-118.2654
201404775,01/14/2020 12:00:00 AM,01-12-2020 0.00,1200,14,Pacific,1438,354,44,SINGLE FAMILY DWELLING,354,3600    WESTWOOD                     BL,,34.021,-118.4128
201515574,09/25/2020 12:00:00 AM,09/25/2020 12:00:00 AM,1000,15,N Hollywood,1591,230,65,PARK/PLAYGROUND,230,WHITSETT                     AV,VALLEYHEART                  DR,34.1433,-118.4052
201605807,02-07-2020 0.00,02-06-2020 0.00,1829,16,Foothill,1617,956,47,PARK/PLAYGROUND,956,8600    FOOTHILL                     BL,,34.2724,-118.3243
201320425,11/22/2020 12:00:00 AM,11/18/2020 12:00:00 AM,938,13,Newton,1371,440,35,SINGLE FAMILY DWELLING,440,100 W  53RD                         ST,,33.9942,-118.274
210305205,12/30/2020 12:00:00 AM,12/29/2020 12:00:00 AM,1700,3,Southwest,393,330,55,STREET,330,4300    9TH                          AV,,34.0054,-118.3268
201507304,03-08-2020 0.00,03-08-2020 0.00,900,15,N Hollywood,1522,442,0,MARKET,442,13000    VICTORY                      BL,,34.1936,-118.4166
201310397,05-04-2020 0.00,05-04-2020 0.00,1540,13,Newton,1367,624,32,SINGLE FAMILY DWELLING,624,4800    COMPTON                      AV,,33.9998,-118.2478
201820834,11/19/2020 12:00:00 AM,11/19/2020 12:00:00 AM,800,18,Southeast,1864,901,30,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",901,800 E  IMPERIAL                     HY,,33.931,-118.2611
202111271,07-06-2020 0.00,07-06-2020 0.00,1530,21,Topanga,2158,442,35,OTHER STORE,442,6500    CANOGA                       AV,,34.1884,-118.5975
240120309,10/22/2024 12:00:00 AM,06/22/2020 12:00:00 AM,1445,1,Central,121,354,30,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",354,900 W  TEMPLE                       ST,,34.0607,-118.2494
201420696,11/23/2020 12:00:00 AM,11/20/2020 12:00:00 AM,1300,14,Pacific,1472,310,55,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",310,6600    PACIFIC                      AV,,33.9599,-118.4515
201807577,03-03-2020 0.00,03-02-2020 0.00,2300,18,Southeast,1824,626,50,SINGLE FAMILY DWELLING,626,700 E  94TH                         ST,,33.9511,-118.263
202000553,01/30/2020 12:00:00 AM,01/30/2020 12:00:00 AM,1600,20,Olympic,2076,745,0,"VEHICLE, PASSENGER/TRUCK",745,1600 S  VERMONT                      AV,,34.0436,-118.296
202017115,11/13/2020 12:00:00 AM,11-12-2020 0.00,1700,20,Olympic,2027,440,21,RESTAURANT/FAST FOOD,440,3500 W  6TH                          ST,,34.0636,-118.2992
201610962,07-11-2020 0.00,07-10-2020 0.00,1200,16,Foothill,1612,420,49,PARKING LOT,420,BRADLEY                      AV,VAN NUYS                     BL,34.2691,-118.4184
201609470,05/26/2020 12:00:00 AM,05/26/2020 12:00:00 AM,1915,16,Foothill,1663,626,41,OTHER BUSINESS,626,9400    TELFAIR                      AV,,34.2397,-118.4003
201409695,04/16/2020 12:00:00 AM,04/13/2020 12:00:00 AM,1200,14,Pacific,1443,310,0,OTHER BUSINESS,310,2100    NARCISSUS                    CT,,33.9891,-118.4601
201818972,10/14/2020 12:00:00 AM,10-10-2020 0.00,1805,18,Southeast,1827,354,47,AUTOMATED TELLER MACHINE (ATM),354,9600    ANZAC                        AV,,33.9494,-118.2375
201516930,10/29/2020 12:00:00 AM,10-01-2020 0.00,800,15,N Hollywood,1516,668,0,OTHER BUSINESS,668,6600    LANKERSHIM                   BL,,34.1903,-118.3878
201910475,06-02-2020 0.00,06-02-2020 0.00,2130,19,Mission,1987,230,23,STREET,230,WOODMAN,ROSCOE                       BL,34.2217,-118.4328
201509738,05-07-2020 0.00,05-07-2020 0.00,220,15,N Hollywood,1535,888,0,OTHER BUSINESS,888,5800    LANKERSHIM                   BL,,34.1758,-118.3812
201510915,06-05-2020 0.00,06-05-2020 0.00,1115,15,N Hollywood,1567,624,35,STREET,624,LANKERSHIM,RIVERSIDE,34.1523,-118.367
210504134,01-04-2021 0.00,12/27/2020 12:00:00 AM,1300,5,Harbor,504,310,35,OTHER BUSINESS,310,1400 W  190TH                        ST,,33.8584,-118.3018
201406350,02-09-2020 0.00,02-09-2020 0.00,1800,14,Pacific,1449,624,56,NURSING/CONVALESCENT/RETIREMENT HOME,624,3600    MARCASEL                     AV,,34.0013,-118.4232
201420886,11/27/2020 12:00:00 AM,11/27/2020 12:00:00 AM,2345,14,Pacific,1428,626,40,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",626,10800    ROSE                         AV,,34.0247,-118.4175
201414418,07/26/2020 12:00:00 AM,07/26/2020 12:00:00 AM,2130,14,Pacific,1499,440,44,BUS STOP,440,11500    AVIATION                     BL,,33.9298,-118.3784
202012100,07/14/2020 12:00:00 AM,07/13/2020 12:00:00 AM,850,20,Olympic,2034,662,30,OFFICE BUILDING/OFFICE,662,3500    WILSHIRE                     BL,,34.0617,-118.3008
202105625,01/30/2020 12:00:00 AM,01/29/2020 12:00:00 AM,1200,21,Topanga,2169,341,34,SINGLE FAMILY DWELLING,341,5700    WINNETKA                     AV,,34.1746,-118.5709
201318106,10-08-2020 0.00,10-07-2020 0.00,2100,13,Newton,1385,626,27,PARKING LOT,626,5900 S  CENTRAL                      AV,,33.9857,-118.2628
202110580,06/17/2020 12:00:00 AM,06/17/2020 12:00:00 AM,400,21,Topanga,2115,331,31,GARAGE/CARPORT,331,21700    ROSCOE                       BL,,34.2197,-118.6016
231505589,02-08-2023 0.00,09-01-2020 0.00,1200,15,N Hollywood,1557,812,10,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",812,10800    HORTENSE                     ST,,34.1548,-118.3662
201815467,08-12-2020 0.00,08-11-2020 0.00,2200,18,Southeast,1842,350,44,SINGLE FAMILY DWELLING,350,100 W  IMPERIAL                     HY,,33.9347,-118.2761
211410517,04/27/2021 12:00:00 AM,11/27/2020 12:00:00 AM,1,14,Pacific,1458,666,76,OTHER PREMISE,666,5000    COOLIDGE                     AV,,33.997,-118.41
201407517,02/26/2020 12:00:00 AM,01/18/2020 12:00:00 AM,1100,14,Pacific,1498,745,46,SIDEWALK,745,10800    AVIATION                     BL,,33.937,-118.3785
201408702,03/22/2020 12:00:00 AM,03/21/2020 12:00:00 AM,1945,14,Pacific,1468,813,3,SINGLE FAMILY DWELLING,813,11700    ALLIN                        ST,,33.9929,-118.4091
201412478,06/18/2020 12:00:00 AM,06-01-2020 0.00,1200,14,Pacific,1463,341,0,OTHER BUSINESS,341,12500 W  JEFFERSON                    BL,,33.9782,-118.422
201412014,06-06-2020 0.00,06-06-2020 0.00,100,14,Pacific,1483,480,32,GARAGE/CARPORT,480,8000 W  MANCHESTER                   AV,,33.9597,-118.4353
201517424,11-10-2020 0.00,11-10-2020 0.00,1545,15,N Hollywood,1557,354,30,OTHER PREMISE,354,10800    BLIX                         ST,,34.1567,-118.3661
201916619,11-06-2020 0.00,10/31/2020 12:00:00 AM,1800,19,Mission,1984,236,40,SINGLE FAMILY DWELLING,236,8300    WILLIS                       AV,,34.2215,-118.4553
201316736,09-09-2020 0.00,04/28/2020 12:00:00 AM,2300,13,Newton,1346,341,24,"PORCH, RESIDENTIAL",341,4300    ASCOT                        AV,,34.0058,-118.2498
202012186,07/16/2020 12:00:00 AM,07/16/2020 12:00:00 AM,1312,20,Olympic,2027,624,62,OTHER BUSINESS,624,3400    WILSHIRE                     BL,,34.0636,-118.296
202012293,07/19/2020 12:00:00 AM,07/19/2020 12:00:00 AM,1100,20,Olympic,2076,761,31,SIDEWALK,761,FEDORA                       ST,PICO                         BL,34.0473,-118.2976
202114528,10-05-2020 0.00,10-05-2020 0.00,2130,21,Topanga,2146,901,20,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",901,7100    MILWOOD                      AV,,34.1992,-118.5943
202017949,12-01-2020 0.00,11-12-2020 0.00,1030,20,Olympic,2073,440,49,SINGLE FAMILY DWELLING,440,2900 W  14TH                         ST,,34.0464,-118.3055
201519012,12/25/2020 12:00:00 AM,12/24/2020 12:00:00 AM,1130,15,N Hollywood,1585,510,0,GARAGE/CARPORT,510,11100    AQUA VISTA                   ST,,34.145,-118.3728
202108574,04/22/2020 12:00:00 AM,04/22/2020 12:00:00 AM,900,21,Topanga,2158,230,67,STREET,230,VICTORY,DE SOTO,34.1884,-118.5906
201416910,09-09-2020 0.00,09-09-2020 0.00,840,14,Pacific,1434,230,34,CONSTRUCTION SITE,230,3600    BEETHOVEN                    ST,,34.0033,-118.4439
201615251,11/30/2020 12:00:00 AM,11/30/2020 12:00:00 AM,1822,16,Foothill,1602,220,0,MARKET,220,12700    VAN NUYS                     BL,,34.2816,-118.4073
201713017,07/23/2020 12:00:00 AM,07/23/2020 12:00:00 AM,2100,17,Devonshire,1743,230,27,PARKING LOT,230,DEVONSHIRE,RESEDA,34.2573,-118.5361
201807113,02/23/2020 12:00:00 AM,02/22/2020 12:00:00 AM,2130,18,Southeast,1864,740,52,"VEHICLE, PASSENGER/TRUCK",740,900 E  120TH                        ST,,33.9237,-118.2597
201419119,10/22/2020 12:00:00 AM,10/22/2020 12:00:00 AM,800,14,Pacific,1432,210,37,TRANSIENT ENCAMPMENT,210,N  VENICE,ELECTRIC,33.9905,-118.4599
201319122,10/28/2020 12:00:00 AM,10/28/2020 12:00:00 AM,140,13,Newton,1394,745,29,"VEHICLE, PASSENGER/TRUCK",745,57TH                         ST,MAIN                         ST,33.9786,-118.2717
201710106,06/16/2020 12:00:00 AM,06/13/2020 12:00:00 AM,1200,17,Devonshire,1745,420,37,PARKING LOT,420,10600    WHITE OAK                    AV,,34.2629,-118.5197
201817224,09/15/2020 12:00:00 AM,09/15/2020 12:00:00 AM,5,18,Southeast,1844,626,30,SINGLE FAMILY DWELLING,626,900 E  111TH                        DR,,33.9337,-118.2556
202010401,05/31/2020 12:00:00 AM,05/31/2020 12:00:00 AM,2050,20,Olympic,2081,745,0,OTHER BUSINESS,745,1800 S  WESTERN                      AV,,34.0418,-118.3134
201407683,03-04-2020 0.00,03-03-2020 0.00,1115,14,Pacific,1403,662,39,SINGLE FAMILY DWELLING,662,2700 S  SEPULVEDA                    BL,,34.0313,-118.4312
202105679,02-06-2020 0.00,02-06-2020 0.00,1740,21,Topanga,2157,626,31,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",626,6700    ETON                         AV,,34.1925,-118.5955
201410329,04/23/2020 12:00:00 AM,04-09-2020 0.00,1800,14,Pacific,1436,331,42,STREET,331,SAWTELLE                     BL,WESTMINSTER                  AV,34.0168,-118.4239
201614641,11-10-2020 0.00,11-01-2020 0.00,30,16,Foothill,1623,310,59,OTHER BUSINESS,310,10700    SUTTER                       AV,,34.2644,-118.4189
201311113,05/20/2020 12:00:00 AM,02/17/2020 12:00:00 AM,1600,13,Newton,1321,740,0,"VEHICLE, PASSENGER/TRUCK",740,500 W  21ST                         ST,,34.0317,-118.2721
211507029,01-05-2021 0.00,10-01-2020 0.00,1900,15,N Hollywood,1526,740,0,OTHER BUSINESS,740,6100    LANKERSHIM                   BL,,34.1817,-118.3848
201509128,04/23/2020 12:00:00 AM,04/23/2020 12:00:00 AM,1630,15,N Hollywood,1535,740,0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",740,5800    COLFAX                       AV,,34.1758,-118.3877
210504023,01-01-2021 0.00,12/31/2020 12:00:00 AM,2200,5,Harbor,563,420,0,GARAGE/CARPORT,420,500 W  17TH                         ST,,33.7288,-118.2884
201913949,08/29/2020 12:00:00 AM,08/29/2020 12:00:00 AM,1500,19,Mission,1962,210,58,BUS STOP,210,PLUMMER                      ST,NOBLE                        AV,34.2427,-118.461
201517266,11-07-2020 0.00,11-07-2020 0.00,400,15,N Hollywood,1527,740,27,SINGLE FAMILY DWELLING,740,11300    BESSEMER                     ST,,34.1803,-118.379
202107602,03/21/2020 12:00:00 AM,03/13/2020 12:00:00 AM,1200,21,Topanga,2175,310,35,OTHER BUSINESS,310,5600    CAPISTRANO                   AV,,34.172,-118.6168
201904624,01/14/2020 12:00:00 AM,01/14/2020 12:00:00 AM,1630,19,Mission,1967,888,45,SINGLE FAMILY DWELLING,888,9200    DORRINGTON                   PL,,34.2372,-118.436
202106694,02/28/2020 12:00:00 AM,02/28/2020 12:00:00 AM,1610,21,Topanga,2143,442,26,DEPARTMENT STORE,442,6400    FALLBROOK                    AV,,34.1883,-118.6274
202012156,07/15/2020 12:00:00 AM,07/15/2020 12:00:00 AM,1805,20,Olympic,2076,740,0,OTHER BUSINESS,740,2600 W  PICO                         BL,,34.0473,-118.2958
201409077,03/31/2020 12:00:00 AM,03/31/2020 12:00:00 AM,1345,14,Pacific,1464,624,35,STREET,624,12000    WATERFRONT                   DR,,33.9797,-118.4078
201917653,12-03-2020 0.00,12-02-2020 0.00,1630,19,Mission,1985,330,19,STREET,330,8300    CEDROS                       AV,,34.2215,-118.4536
202004742,01/17/2020 12:00:00 AM,01/17/2020 12:00:00 AM,1815,20,Olympic,2014,624,70,PARKING LOT,624,KINGSLEY,WILSHIRE,34.0726,-118.3029
201513688,08-07-2020 0.00,08-06-2020 0.00,1800,15,N Hollywood,1557,310,0,BEAUTY/BARBER SHOP,310,4800    VINELAND                     AV,,34.1577,-118.3702
