DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Crm Cd,Vict Age,Premis Desc,Crm Cd 1,LOCATION,Cross Street,LAT,LON
201614562,11-07-2020 0.00,11-07-2020 0.00,2200,16,Foothill,1602,230,23,SINGLE FAMILY DWELLING,230,12600    MONTFORD                     ST,,34.2832,-118.4102
201505552,02-01-2020 0.00,02-01-2020 0.00,1030,15,N Hollywood,1595,930,43,SINGLE FAMILY DWELLING,930,3900    CARPENTER                    AV,,34.1406,-118.3914
202112208,07/31/2020 12:00:00 AM,07/31/2020 12:00:00 AM,2030,21,Topanga,2103,230,42,SINGLE FAMILY DWELLING,230,8500    FARRALONE                    AV,,34.2248,-118.6111
202007485,03/13/2020 12:00:00 AM,03/13/2020 12:00:00 AM,2320,20,Olympic,2073,626,23,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",626,2800 W  15TH                         ST,,34.0454,-118.308
201316890,09/13/2020 12:00:00 AM,09-12-2020 0.00,545,13,Newton,1322,510,0,STREET,510,600 E  ADAMS                        BL,,34.0223,-118.2629
202004688,01/16/2020 12:00:00 AM,01/15/2020 12:00:00 AM,2000,20,Olympic,2053,330,31,PARKING UNDERGROUND/BUILDING,330,900 S  OXFORD                       AV,,34.0532,-118.3074
202011537,06/29/2020 12:00:00 AM,06/28/2020 12:00:00 AM,2000,20,Olympic,2044,420,0,STREET,420,900 S  NORMANDIE                    AV,,34.0561,-118.302
201804032,01-01-2020 0.00,01-01-2020 0.00,1250,18,Southeast,1823,210,50,SIDEWALK,210,CENTURY,AVALON                       BL,33.9456,-118.2652
202110119,06-03-2020 0.00,06-03-2020 0.00,800,21,Topanga,2177,745,39,SINGLE FAMILY DWELLING,745,20700    CLARK                        ST,,34.169,-118.5826
201905114,01/23/2020 12:00:00 AM,01-01-2020 0.00,1200,19,Mission,1956,354,45,SINGLE FAMILY DWELLING,354,14900    SEPTO                        ST,,34.2509,-118.4565
201913385,08/17/2020 12:00:00 AM,08/16/2020 12:00:00 AM,1900,19,Mission,1904,510,0,STREET,510,14000    LAKESIDE                     ST,,34.3183,-118.4399
201516001,10-06-2020 0.00,10-06-2020 0.00,2045,15,N Hollywood,1535,903,59,SINGLE FAMILY DWELLING,903,5800    TROOST                       AV,,34.1758,-118.3866
202012309,07/19/2020 12:00:00 AM,07/19/2020 12:00:00 AM,1730,20,Olympic,2019,626,25,GAS STATION,626,3600    BEVERLY                      BL,,34.0753,-118.287
201820205,11-08-2020 0.00,11-08-2020 0.00,10,18,Southeast,1871,510,0,PARKING LOT,510,14200 S  VERMONT                      AV,,33.9026,-118.2916
201609346,05/23/2020 12:00:00 AM,05/21/2020 12:00:00 AM,1830,16,Foothill,1682,330,74,OTHER/OUTSIDE,330,8800    OMELVENY                     AV,,34.2294,-118.3967
201708762,05-04-2020 0.00,05-04-2020 0.00,650,17,Devonshire,1709,310,25,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",310,15700    MIDWOOD                      DR,,34.2809,-118.4716
220314085,07/22/2022 12:00:00 AM,05-12-2020 0.00,1110,3,Southwest,303,354,27,CELL PHONE STORE,354,2500 S  SYCAMORE                     AV,,34.0335,-118.3537
202106147,02/17/2020 12:00:00 AM,02/17/2020 12:00:00 AM,657,21,Topanga,2175,888,43,SINGLE FAMILY DWELLING,888,22700    LEONORA                      DR,,34.1678,-118.6211
201418150,10-02-2020 0.00,10-02-2020 0.00,1425,14,Pacific,1431,310,24,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",310,00    20TH                         AV,,33.985,-118.4714
202108432,04/20/2020 12:00:00 AM,04/20/2020 12:00:00 AM,745,21,Topanga,2175,210,35,GAS STATION,210,22400    VENTURA                      BL,,34.1688,-118.6145
201319755,11-10-2020 0.00,11-09-2020 0.00,712,13,Newton,1367,310,0,OTHER BUSINESS,310,4400 S  ALAMEDA                      ST,,33.9993,-118.2432
202004558,01/13/2020 12:00:00 AM,01/13/2020 12:00:00 AM,1,20,Olympic,2001,310,0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",310,600 N  BRONSON                      AV,,34.0817,-118.3179
202107369,03/15/2020 12:00:00 AM,03/14/2020 12:00:00 AM,1330,21,Topanga,2175,626,24,PARK/PLAYGROUND,626,5800    SHOUP                        AV,,34.1756,-118.6146
201318235,10-11-2020 0.00,10-10-2020 0.00,1700,13,Newton,1343,510,0,STREET,510,600 E  36TH                         ST,,34.0136,-118.2626
202007685,03/17/2020 12:00:00 AM,03/17/2020 12:00:00 AM,210,20,Olympic,2053,230,59,STREET,230,SERRANO,OLYMPIC,34.0526,-118.3063
210804507,01/17/2021 12:00:00 AM,12-07-2020 0.00,900,8,West LA,859,354,48,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",354,1500 S  BEDFORD                      ST,,34.05,-118.3811
202100654,04-10-2020 0.00,04-10-2020 0.00,1915,21,Topanga,2143,442,27,DEPARTMENT STORE,442,6400    FALLBROOK                    AV,,34.1883,-118.6274
201607607,03/30/2020 12:00:00 AM,03/30/2020 12:00:00 AM,1030,16,Foothill,1681,420,37,PARKING LOT,420,8300    LAUREL CANYON                BL,,34.2217,-118.3965
201614670,11-11-2020 0.00,11-11-2020 0.00,1630,16,Foothill,1645,626,63,SINGLE FAMILY DWELLING,626,10900    GLENOAKS                     BL,,34.2626,-118.4094
201417871,09/27/2020 12:00:00 AM,09/26/2020 12:00:00 AM,2255,14,Pacific,1407,624,32,STREET,624,TABOR,HUGHES,34.0277,-118.4022
202009387,05-05-2020 0.00,05-05-2020 0.00,1900,20,Olympic,2021,740,31,"VEHICLE, PASSENGER/TRUCK",740,600 S  NORTON                       AV,,34.0637,-118.3166
201410431,05-04-2020 0.00,05-04-2020 0.00,1945,14,Pacific,1438,320,49,SINGLE FAMILY DWELLING,320,10700    CHARNOCK                     RD,,34.0226,-118.4099
201814035,07/15/2020 12:00:00 AM,07/15/2020 12:00:00 AM,200,18,Southeast,1891,510,0,STREET,510,16700 S  FIGUEROA                     ST,,33.8795,-118.2825
202112827,08/18/2020 12:00:00 AM,06/16/2020 12:00:00 AM,1200,21,Topanga,2118,310,49,CONDOMINIUM/TOWNHOUSE,310,20600 W  GREEN ASH                    LN,,34.2162,-118.5799
201904146,01-04-2020 0.00,01-03-2020 0.00,2230,19,Mission,1999,331,56,STREET,331,7900    WOODMAN                      AV,,34.2145,-118.4311
201518199,11/23/2020 12:00:00 AM,11/23/2020 12:00:00 AM,715,15,N Hollywood,1505,310,54,SINGLE FAMILY DWELLING,310,7500    CAMELLIA                     AV,,34.2067,-118.3823
202006515,02/21/2020 12:00:00 AM,02/18/2020 12:00:00 AM,1,20,Olympic,2071,649,0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",649,1500 S  SAINT ANDREWS                PL,,34.0454,-118.3116
201800674,04/22/2020 12:00:00 AM,04/22/2020 12:00:00 AM,1820,18,Southeast,1861,230,21,STREET,230,11700 S  VERMONT                      AV,,33.9274,-118.2916
202012670,07/27/2020 12:00:00 AM,07/25/2020 12:00:00 AM,1900,20,Olympic,2004,331,39,GARAGE/CARPORT,331,4600    ROSEWOOD                     AV,,34.079,-118.3058
201315317,08-10-2020 0.00,08-10-2020 0.00,2300,13,Newton,1343,745,39,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",745,600 E  MARTIN LUTHER KING JR        BL,,34.0111,-118.2653
201507370,03-09-2020 0.00,03-09-2020 0.00,1720,15,N Hollywood,1535,626,42,STREET,626,OXNARD                       ST,BECK                         ST,34.1794,-118.3822
202014852,09/19/2020 12:00:00 AM,09/19/2020 12:00:00 AM,1240,20,Olympic,2031,230,29,STREET,230,SAN MARINO,WESTERN                      AV,34.0599,-118.3139
201515914,10-04-2020 0.00,08-12-2020 0.00,1200,15,N Hollywood,1539,354,58,SINGLE FAMILY DWELLING,354,5600    CARTWRIGHT                   AV,,34.1721,-118.3638
202010552,06-05-2020 0.00,06-05-2020 0.00,40,20,Olympic,2016,626,56,PARKING LOT,626,6TH                          ST,ALEXANDRIA,34.0709,-118.2985
201714677,10/16/2020 12:00:00 AM,10/15/2020 12:00:00 AM,2005,17,Devonshire,1779,330,61,SINGLE FAMILY DWELLING,330,16100    TUPPER                       ST,,34.2393,-118.4828
201610153,06/18/2020 12:00:00 AM,06/17/2020 12:00:00 AM,1300,16,Foothill,1693,510,0,STREET,510,WHITSETT                     AV,LULL,34.2094,-118.4053
201320683,12-01-2020 0.00,11/30/2020 12:00:00 AM,2200,13,Newton,1333,510,0,STREET,510,29TH                         ST,SAN PEDRO                    ST,34.0189,-118.263
202006885,02/28/2020 12:00:00 AM,02/28/2020 12:00:00 AM,1230,20,Olympic,2002,343,0,CELL PHONE STORE,343,400 N  WESTERN                      AV,,34.0799,-118.3113
202011350,06/25/2020 12:00:00 AM,06/25/2020 12:00:00 AM,420,20,Olympic,2093,210,31,SIDEWALK,210,2000 S  HARVARD                      BL,,34.0389,-118.305
201706174,02/19/2020 12:00:00 AM,02/16/2020 12:00:00 AM,900,17,Devonshire,1723,310,56,SINGLE FAMILY DWELLING,310,10600    OVERMAN                      AV,,34.2622,-118.5779
201506938,02/28/2020 12:00:00 AM,02/27/2020 12:00:00 AM,1200,15,N Hollywood,1563,354,24,SINGLE FAMILY DWELLING,354,4300    IRVINE                       AV,,34.1479,-118.3856
202015586,10-07-2020 0.00,10-05-2020 0.00,1200,20,Olympic,2079,440,44,OTHER RESIDENCE,440,2200 W  15TH                         ST,,34.0453,-118.287
201904377,01-09-2020 0.00,01-09-2020 0.00,110,19,Mission,1921,442,31,GAS STATION,442,15900    ROXFORD                      ST,,34.3057,-118.4775
201312903,06/26/2020 12:00:00 AM,06/24/2020 12:00:00 AM,2200,13,Newton,1395,946,56,SINGLE FAMILY DWELLING,946,400 E  68TH                         ST,,33.9779,-118.2681
201910533,06-03-2020 0.00,06-03-2020 0.00,1610,19,Mission,1919,510,0,PARKING LOT,510,12900    FOOTHILL                     BL,,34.2973,-118.409
201606558,03-02-2020 0.00,02/29/2020 12:00:00 AM,300,16,Foothill,1675,341,0,YARD (RESIDENTIAL/BUSINESS),341,8900    BRADLEY                      AV,,34.2306,-118.3768
202009211,04/30/2020 12:00:00 AM,04/30/2020 12:00:00 AM,1720,20,Olympic,2083,740,0,MARKET,740,2100    VENICE                       BL,,34.0436,-118.3083
201915401,10-07-2020 0.00,10-07-2020 0.00,2140,19,Mission,1919,210,20,SEX ORIENTED/BOOK STORE/STRIP CLUB/GENTLEMAN'S CLUB,210,12900    FOOTHILL                     BL,,34.2939,-118.4157
201407860,03-07-2020 0.00,03-07-2020 0.00,345,14,Pacific,1455,210,47,SINGLE FAMILY DWELLING,210,12500    CULVER                       BL,,33.9893,-118.4222
202105139,01/26/2020 12:00:00 AM,01/25/2020 12:00:00 AM,2300,21,Topanga,2146,330,28,STREET,330,7000    VASSAR                       AV,,34.1974,-118.6044
201510569,05/27/2020 12:00:00 AM,05/27/2020 12:00:00 AM,100,15,N Hollywood,1591,310,0,RESTAURANT/FAST FOOD,310,12200    VENTURA                      BL,,34.1434,-118.3978
201809588,04/14/2020 12:00:00 AM,04-12-2020 0.00,1400,18,Southeast,1801,510,0,STREET,510,9200 S  HOOVER                       ST,,33.9528,-118.2869
201516060,10-08-2020 0.00,10-08-2020 0.00,415,15,N Hollywood,1566,230,0,PARKING LOT,230,11000    MOORPARK                     ST,,34.1504,-118.3709
201418663,10-07-2020 0.00,10-07-2020 0.00,2232,14,Pacific,1463,890,0,STREET,890,CORAL TREE                   PL,ALLA                         RD,33.9766,-118.4255
201419399,10/28/2020 12:00:00 AM,10/28/2020 12:00:00 AM,2225,14,Pacific,1466,331,53,STREET,331,ARIZONA CIR,ARIZONA                      AV,33.9809,-118.396
201813949,07/13/2020 12:00:00 AM,07/13/2020 12:00:00 AM,1900,18,Southeast,1805,230,0,SINGLE FAMILY DWELLING,230,200 E  92ND                         ST,,33.9529,-118.2717
201811304,05/18/2020 12:00:00 AM,05/18/2020 12:00:00 AM,1405,18,Southeast,1829,761,27,STREET,761,WILMINGTON,CENTURY                      BL,33.9456,-118.2323
202014855,09/18/2020 12:00:00 AM,09/18/2020 12:00:00 AM,1620,20,Olympic,2079,745,0,RESTAURANT/FAST FOOD,745,2400 W  PICO                         BL,,34.0473,-118.2899
211420241,10/21/2021 12:00:00 AM,01-01-2020 0.00,1200,14,Pacific,1483,812,7,SINGLE FAMILY DWELLING,812,7300 W  87TH                         PL,,33.958,-118.4224
201915294,10-02-2020 0.00,10-02-2020 0.00,1125,19,Mission,1951,354,68,SINGLE FAMILY DWELLING,354,10400    MARKLEIN                     AV,,34.2595,-118.47
202013727,08/21/2020 12:00:00 AM,08/21/2020 12:00:00 AM,1800,20,Olympic,2027,626,32,STREET,626,WILSHIRE                     BL,KENMORE                      AV,34.0618,-118.2967
201516773,10/26/2020 12:00:00 AM,10/24/2020 12:00:00 AM,800,15,N Hollywood,1549,624,28,MTA - ORANGE LINE - NORTH HOLLYWOOD,624,5300 N  LANKERSHIM                   BL,,34.172,-118.3789
201408997,03/30/2020 12:00:00 AM,03/30/2020 12:00:00 AM,48,14,Pacific,1494,623,36,TRANSPORTATION FACILITY (AIRPORT),623,100    WORLD WAY,,33.9451,-118.4029
201606018,02/19/2020 12:00:00 AM,02/18/2020 12:00:00 AM,1600,16,Foothill,1638,236,23,SINGLE FAMILY DWELLING,236,10500    TUJUNGA CANYON               BL,,34.2596,-118.2927
211405061,01/17/2021 12:00:00 AM,12-11-2020 0.00,1150,14,Pacific,1431,341,0,OTHER PREMISE,341,200    HORIZON                      AV,,33.9894,-118.4721
201507965,03/23/2020 12:00:00 AM,02/29/2020 12:00:00 AM,700,15,N Hollywood,1586,626,47,"VEHICLE, PASSENGER/TRUCK",626,VENTURA                      FY,LANKERSHIM                   BL,34.1425,-118.3643
201600548,02-08-2020 0.00,02-08-2020 0.00,955,16,Foothill,1612,230,31,SIDEWALK,230,BRADLEY                      AV,PAXTON                       ST,34.2749,-118.4246
201518863,12/21/2020 12:00:00 AM,12/21/2020 12:00:00 AM,1200,15,N Hollywood,1567,420,0,PARKING LOT,420,4300    LANKERSHIM                   BL,,34.1512,-118.3663
201916048,10/23/2020 12:00:00 AM,10/23/2020 12:00:00 AM,930,19,Mission,1971,946,33,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",946,9000    LANGDON                      AV,,34.2338,-118.4698
201418138,10-02-2020 0.00,10-02-2020 0.00,910,14,Pacific,1485,420,62,SIDEWALK,420,8700    EL MANOR                     AV,,33.9584,-118.3988
201612851,09/14/2020 12:00:00 AM,09/14/2020 12:00:00 AM,5,16,Foothill,1645,888,49,SINGLE FAMILY DWELLING,888,12400    OSBORNE                      ST,,34.2626,-118.4094
201505909,02-06-2020 0.00,02-06-2020 0.00,1700,15,N Hollywood,1526,626,20,PARKING LOT,626,6300    LANKERSHIM                   BL,,34.1849,-118.3867
201813648,07-07-2020 0.00,07-07-2020 0.00,1300,18,Southeast,1862,626,27,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",626,100 E  116TH                        PL,,33.9283,-118.2695
211908324,05-04-2021 0.00,05-01-2020 0.00,745,19,Mission,1904,626,24,PARKING LOT,626,14400    FOOTHILL                     BL,,34.3238,-118.4387
202111368,07-08-2020 0.00,06/29/2020 12:00:00 AM,1522,21,Topanga,2103,440,46,SINGLE FAMILY DWELLING,440,8400    SALE                         AV,,34.223,-118.6193
202007110,03-06-2020 0.00,03-06-2020 0.00,600,20,Olympic,2019,626,45,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",626,100 N  COMMONWEALTH                 AV,,34.0735,-118.2856
201705382,02-03-2020 0.00,01-03-2020 0.00,2240,17,Devonshire,1752,624,79,CONDOMINIUM/TOWNHOUSE,624,10200    OKLAHOMA                     AV,,34.2554,-118.5864
202100750,07-05-2020 0.00,07-05-2020 0.00,415,21,Topanga,2137,624,54,SINGLE FAMILY DWELLING,624,7500    LOMA VERDE                   AV,,34.2065,-118.5896
201506249,02/15/2020 12:00:00 AM,02/13/2020 12:00:00 AM,2130,15,N Hollywood,1527,761,31,PARKING LOT,761,11100    VICTORY                      BL,,34.1867,-118.3728
201507932,03/22/2020 12:00:00 AM,03/22/2020 12:00:00 AM,420,15,N Hollywood,1516,930,37,SINGLE FAMILY DWELLING,930,6700    TUJUNGA                      AV,,34.1946,-118.3835
201412646,06/22/2020 12:00:00 AM,05/31/2020 12:00:00 AM,800,14,Pacific,1488,510,0,OTHER BUSINESS,510,9000    BELLANCA                     AV,,33.9574,-118.3805
201509267,04/27/2020 12:00:00 AM,04/27/2020 12:00:00 AM,1210,15,N Hollywood,1533,626,62,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",626,5700    LAUREL CANYON                BL,,34.174,-118.3965
202012129,07/14/2020 12:00:00 AM,07/13/2020 12:00:00 AM,1300,20,Olympic,2019,310,52,STORAGE SHED,310,3600    BEVERLY                      BL,,34.0753,-118.287
201318104,10-08-2020 0.00,10-07-2020 0.00,2110,13,Newton,1353,230,31,ALLEY,230,46TH                         ST,WADSWORTH                    AV,34.0018,-118.2591
201415088,08-07-2020 0.00,08-07-2020 0.00,1500,14,Pacific,1464,510,0,PARKING LOT,510,12700 W  JEFFERSON                    BL,,33.9775,-118.4176
201716762,12/29/2020 12:00:00 AM,12/29/2020 12:00:00 AM,1500,17,Devonshire,1701,761,65,SIDEWALK,761,19900    RINALDI                      ST,,34.2756,-118.5683
202013688,08/20/2020 12:00:00 AM,08/20/2020 12:00:00 AM,2020,20,Olympic,2056,626,31,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",626,1000 S  NEW HAMPSHIRE                AV,,34.0509,-118.2926
210204004,12/31/2020 12:00:00 AM,12/31/2020 12:00:00 AM,1830,2,Rampart,201,230,31,SIDEWALK,230,900 N  HELIOTROPE                   DR,,34.088,-118.295
201416447,08/30/2020 12:00:00 AM,08/30/2020 12:00:00 AM,1040,14,Pacific,1488,740,26,HOTEL,740,5700 W  CENTURY                      BL,,33.9456,-118.3797
201419403,10/28/2020 12:00:00 AM,10/27/2020 12:00:00 AM,2230,14,Pacific,1431,310,0,RESTAURANT/FAST FOOD,310,200    WINDWARD                     AV,,33.9883,-118.4708
201317341,09/21/2020 12:00:00 AM,09/21/2020 12:00:00 AM,1050,13,Newton,1385,236,59,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",236,6200 S  SAN PEDRO                    ST,,33.9824,-118.2696
201813535,07-05-2020 0.00,07-03-2020 0.00,2000,18,Southeast,1863,310,0,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),310,11800    AVALON                       BL,,33.9256,-118.2652
201814916,08-01-2020 0.00,08-01-2020 0.00,2145,18,Southeast,1823,230,33,DRIVEWAY,230,200 E  103RD                        ST,,33.9428,-118.27
202111436,07-10-2020 0.00,07-10-2020 0.00,700,21,Topanga,2177,624,70,STREET,624,BURBANK,CANOGA,34.1733,-118.5975
201906663,02/20/2020 12:00:00 AM,02/20/2020 12:00:00 AM,845,19,Mission,1987,440,67,MARKET,440,WOODMAN,ROSCOE,34.2217,-118.4328
202113529,09-06-2020 0.00,09-03-2020 0.00,2200,21,Topanga,2157,310,23,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",310,21200    KITTRIDGE                    ST,,34.1913,-118.5942
201414972,08-05-2020 0.00,07-06-2020 0.00,1530,14,Pacific,1443,522,0,HIGH SCHOOL,522,13000    VENICE                       BL,,33.999,-118.4427
211104445,01/14/2021 12:00:00 AM,12/22/2020 12:00:00 AM,1830,11,Northeast,1181,330,32,STREET,330,1300    MOHAWK                       ST,,34.08,-118.2647
202004169,01-03-2020 0.00,01-01-2020 0.00,2200,20,Olympic,2023,341,56,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",341,400 S  WESTERN                      AV,,34.0672,-118.3091
202116948,12-12-2020 0.00,12-12-2020 0.00,1335,21,Topanga,2143,442,50,CLOTHING STORE,442,6700    FALLBROOK                    AV,,34.1883,-118.6274
201711086,07/14/2020 12:00:00 AM,07/14/2020 12:00:00 AM,1040,17,Devonshire,1772,901,24,STREET,901,9400    PENFIELD                     AV,,34.2403,-118.5695
202011821,07-06-2020 0.00,07-06-2020 0.00,1800,20,Olympic,2046,420,31,STREET,420,2900    JAMES M WOOD                 BL,,34.0559,-118.2922
202007883,03/24/2020 12:00:00 AM,03/17/2020 12:00:00 AM,1100,20,Olympic,2013,237,9,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",237,100 S  OXFORD                       AV,,34.0737,-118.3079
202114531,10-06-2020 0.00,10-05-2020 0.00,2000,21,Topanga,2158,420,28,GARAGE/CARPORT,420,6200    CANOGA                       AV,,34.1828,-118.5974
202113718,09-11-2020 0.00,09-11-2020 0.00,2030,21,Topanga,2136,230,27,STREET,230,21900    SHERMAN                      WY,,34.2047,-118.5994
201813166,06/27/2020 12:00:00 AM,06/23/2020 12:00:00 AM,802,18,Southeast,1826,648,0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",648,01500 E  92ND                         ST,,33.9533,-118.2475
201807723,03-04-2020 0.00,03-04-2020 0.00,1930,18,Southeast,1841,230,32,SINGLE FAMILY DWELLING,230,600 W  108TH                        ST,,33.9383,-118.2848
201406189,02-06-2020 0.00,02-06-2020 0.00,2230,14,Pacific,1479,888,0,SIDEWALK,888,7400    OSAGE                        AV,,33.9701,-118.3787
201313905,07/14/2020 12:00:00 AM,07/13/2020 12:00:00 AM,1530,13,Newton,1353,310,0,JUNIOR HIGH SCHOOL,310,4400    MCKINLEY                     AV,,34.0026,-118.2609
201410597,05-08-2020 0.00,05-08-2020 0.00,1700,14,Pacific,1445,624,27,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",624,12700    MITCHELL                     AV,,33.998,-118.4354
201810538,04/30/2020 12:00:00 AM,04/30/2020 12:00:00 AM,500,18,Southeast,1881,331,30,STREET,331,FIGUEROA,GARDENA                      BL,33.8819,-118.2826
201510330,05/21/2020 12:00:00 AM,05/20/2020 12:00:00 AM,1400,15,N Hollywood,1543,624,31,PARKING LOT,624,12100    BURBANK                      BL,,34.1721,-118.397
202013821,08/25/2020 12:00:00 AM,07/21/2020 12:00:00 AM,1830,20,Olympic,2083,668,0,OTHER BUSINESS,668,1600 S  WESTERN                      AV,,34.0432,-118.309
201414975,08-05-2020 0.00,07/17/2020 12:00:00 AM,1900,14,Pacific,1483,480,30,PARKING UNDERGROUND/BUILDING,480,8700    PERSHING                     DR,,33.9538,-118.4407
201415240,08-10-2020 0.00,08-09-2020 0.00,2200,14,Pacific,1434,510,0,STREET,510,3700    WADE                         ST,,34.0029,-118.4391
201608314,04/20/2020 12:00:00 AM,04/19/2020 12:00:00 AM,1800,16,Foothill,1637,331,33,STREET,331,OWENS                        ST,MCVINE                       ST,34.2641,-118.3114
